transaction_id,customer_id,age,gender,loyalty_member,product_type,sku,rating,order_status,payment_method,total_price,unit_price,quantity,purchase_date,shipping_type,add-on_total,add_on_1,add_on_2,add_on_3
TRS2406240005,12218,26,Female,Yes,Smartphone,SMP234,4,Completed,Credit Card,10257.12,1139.68,9,2024-06-24,Expedited,31.07,Accessory,None,None
TRS2406240006,1005,25,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2024-06-24,Overnight,75.33,Extended Warranty,Extended Warranty,None
TRS2406240007,6793,25,Male,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2024-06-24,Overnight,73.56,Extended Warranty,Impulse Item,None
TRS2406240008,8908,32,Male,No,Laptop,SKU1005,3,Cancelled,Cash,4639.6,463.96,10,2024-06-24,Overnight,31.19,Extended Warranty,None,None
TRS2406240009,18367,26,Female,No,Tablet,TBL345,5,Completed,PayPal,7864.1,786.41,10,2024-06-24,Same Day,257.17,Extended Warranty,Accessory,Impulse Item
TRS2406240010,12835,60,Male,Yes,Headphones,HDP456,1,Completed,PayPal,2889.44,361.18,8,2024-06-24,Same Day,0.0,None,None,None
TRS2406240011,13622,44,Male,No,Headphones,HDP456,4,Completed,PayPal,1083.54,361.18,3,2024-06-24,Expedited,106.28,Impulse Item,Extended Warranty,Impulse Item
TRS2406240012,12499,40,Female,No,Smartphone,SMP234,5,Completed,PayPal,11396.8,1139.68,10,2024-06-24,Standard,175.91,Impulse Item,Accessory,Extended Warranty
TRS2406240013,7134,47,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-06-24,Overnight,39.38,Impulse Item,None,None
TRS2406240014,9673,48,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,1689.66,844.83,2,2024-06-24,Overnight,30.44,Accessory,None,None
TRS2406240015,16431,43,Male,No,Tablet,TBL345,5,Cancelled,Bank Transfer,6291.28,786.41,8,2024-06-24,Standard,29.68,Impulse Item,None,None
TRS2406240016,14422,29,Female,No,Laptop,LTP123,2,Completed,Credit Card,3371.6,674.32,5,2024-06-24,Standard,0.0,None,None,None
TRS2406240017,16543,50,Female,No,Smartphone,SMP234,3,Completed,PayPal,4558.72,1139.68,4,2024-06-24,Same Day,70.82,Accessory,Impulse Item,None
TRS2406240018,19896,66,Male,No,Tablet,TBL345,1,Completed,Bank Transfer,7864.1,786.41,10,2024-06-24,Standard,92.9,Accessory,Impulse Item,None
TRS2406240019,16408,71,Male,No,Laptop,LTP123,5,Completed,Bank Transfer,6743.2,674.32,10,2024-06-24,Standard,264.87,Accessory,Extended Warranty,Impulse Item
TRS2406240020,8392,37,Male,Yes,Smartphone,SKU1001,5,Completed,PayPal,124.5,20.75,6,2024-06-24,Standard,81.46,Impulse Item,Extended Warranty,Accessory
TRS2406240021,3126,48,Female,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2024-06-24,Overnight,49.53,Accessory,Accessory,None
TRS2406240022,19807,56,Female,Yes,Headphones,HDP456,1,Cancelled,PayPal,2167.08,361.18,6,2024-06-24,Same Day,103.91,Extended Warranty,Impulse Item,None
TRS2406240023,13250,39,Female,No,Laptop,LTP123,4,Completed,Credit Card,2697.28,674.32,4,2024-06-24,Same Day,51.98,Accessory,None,None
TRS2406240024,15020,64,Female,No,Laptop,LTP123,1,Completed,Credit Card,6743.2,674.32,10,2024-06-24,Standard,13.72,Accessory,None,None
TRS2406240025,4903,33,Male,No,Laptop,SKU1005,3,Completed,PayPal,1855.84,463.96,4,2024-06-24,Standard,45.16,Extended Warranty,None,None
TRS2406240026,4809,72,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,6758.64,844.83,8,2024-06-24,Express,29.19,Accessory,None,None
TRS2406240027,15218,54,Female,Yes,Smartwatch,SWT567,5,Completed,Credit Card,4595.0,459.5,10,2024-06-24,Expedited,115.33,Accessory,Accessory,None
TRS2406240028,16422,30,Female,No,Laptop,LTP123,3,Completed,Credit Card,6743.2,674.32,10,2024-06-24,Same Day,55.3,Accessory,None,None
TRS2406240029,15998,37,Male,No,Headphones,HDP456,4,Completed,PayPal,3250.62,361.18,9,2024-06-24,Expedited,177.01,Impulse Item,Impulse Item,Extended Warranty
TRS2406240030,7963,31,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,5068.98,844.83,6,2024-06-24,Express,42.45,Extended Warranty,None,None
TRS2406240031,19621,76,Female,No,Laptop,LTP123,3,Cancelled,Credit Card,674.32,674.32,1,2024-06-24,Expedited,99.23,Impulse Item,None,None
TRS2406240032,9631,28,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,8448.3,844.83,10,2024-06-24,Express,61.8,Impulse Item,Impulse Item,None
TRS2406240033,18144,19,Female,No,Laptop,LTP123,2,Completed,PayPal,3371.6,674.32,5,2024-06-24,Standard,226.66,Accessory,Accessory,Accessory
TRS2406240034,15730,79,Female,No,Smartphone,SMP234,5,Completed,Bank Transfer,6838.08,1139.68,6,2024-06-24,Same Day,65.18,Accessory,Extended Warranty,None
TRS2406240035,11201,24,Female,No,Laptop,LTP123,1,Completed,Bank Transfer,2022.96,674.32,3,2024-06-24,Same Day,0.0,None,None,None
TRS2406240036,4956,36,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-06-24,Standard,118.19,Extended Warranty,Extended Warranty,Impulse Item
TRS2406240037,7503,37,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-06-24,Express,71.28,Extended Warranty,Accessory,None
TRS2406240038,15669,39,Male,Yes,Headphones,HDP456,5,Completed,Credit Card,3611.8,361.18,10,2024-06-24,Same Day,88.62,Impulse Item,None,None
TRS2406240039,19261,69,Male,No,Smartphone,SMP234,3,Completed,Credit Card,10257.12,1139.68,9,2024-06-24,Standard,0.0,None,None,None
TRS2406240040,2657,79,Male,No,Smartphone,SKU1004,2,Completed,PayPal,6329.52,791.19,8,2024-06-24,Standard,23.03,Accessory,None,None
TRS2406240041,11293,36,Female,No,Smartphone,SMP234,2,Completed,Credit Card,1139.68,1139.68,1,2024-06-24,Expedited,79.92,Impulse Item,Accessory,None
TRS2406240042,11421,18,Male,No,Laptop,LTP123,2,Cancelled,Bank Transfer,4720.24,674.32,7,2024-06-24,Expedited,93.41,Impulse Item,Impulse Item,Accessory
TRS2406240043,13542,63,Female,No,Tablet,TBL345,1,Cancelled,PayPal,6291.28,786.41,8,2024-06-24,Same Day,266.21,Impulse Item,Extended Warranty,Accessory
TRS2406240044,6939,75,Female,No,Tablet,SKU1002,3,Completed,PayPal,1482.18,247.03,6,2024-06-24,Overnight,0.0,None,None,None
TRS2406240045,8989,49,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,7120.71,791.19,9,2024-06-24,Standard,41.19,Extended Warranty,None,None
TRS2406240046,18044,34,Female,No,Smartphone,SMP234,3,Cancelled,Credit Card,11396.8,1139.68,10,2024-06-24,Expedited,41.18,Impulse Item,None,None
TRS2406240047,6458,69,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-06-24,Standard,49.83,Impulse Item,None,None
TRS2406240048,11312,28,Female,No,Laptop,LTP123,3,Completed,Credit Card,4045.92,674.32,6,2024-06-24,Standard,0.0,None,None,None
TRS2406240049,7040,45,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,2024-06-24,Overnight,26.05,Impulse Item,None,None
TRS2406240050,4545,47,Male,No,Smartphone,SKU1004,2,Completed,PayPal,7120.71,791.19,9,2024-06-24,Express,91.99,Impulse Item,Extended Warranty,None
TRS2406240051,6947,55,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,41.5,20.75,2,2024-06-24,Overnight,109.81,Accessory,Extended Warranty,Accessory
TRS2406240052,5723,65,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,7120.71,791.19,9,2024-06-24,Overnight,68.13,Extended Warranty,Accessory,None
TRS2406240053,14236,41,Male,No,Smartwatch,SWT567,3,Completed,Bank Transfer,2757.0,459.5,6,2024-06-24,Standard,41.99,Impulse Item,None,None
TRS2406240054,2624,73,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,2470.3,247.03,10,2024-06-24,Standard,0.0,None,None,None
TRS2406240055,13881,68,Female,No,Smartwatch,SWT567,4,Completed,Bank Transfer,919.0,459.5,2,2024-06-24,Expedited,90.06,Extended Warranty,None,None
TRS2406240056,1303,34,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-06-24,Express,64.27,Accessory,Accessory,None
TRS2406240057,8662,41,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,2024-06-24,Express,46.75,Accessory,None,None
TRS2406240058,17963,33,Female,No,Smartwatch,SWT567,3,Completed,Credit Card,1838.0,459.5,4,2024-06-24,Standard,72.17,Accessory,None,None
TRS2406240059,2053,65,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,7911.9,791.19,10,2024-06-24,Overnight,55.98,Extended Warranty,Impulse Item,None
TRS2406240060,19203,32,Female,No,Smartwatch,SWT567,3,Completed,Credit Card,3216.5,459.5,7,2024-06-24,Standard,97.7,Accessory,None,None
TRS2406240061,13811,61,Female,No,Tablet,TBL345,1,Completed,Credit Card,4718.46,786.41,6,2024-06-24,Expedited,199.91,Accessory,Extended Warranty,Impulse Item
TRS2406240062,13539,23,Female,No,Laptop,LTP123,5,Cancelled,Bank Transfer,1348.64,674.32,2,2024-06-24,Expedited,209.11,Extended Warranty,Impulse Item,Extended Warranty
TRS2406240063,2317,26,Male,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2024-06-24,Express,96.81,Accessory,Extended Warranty,Accessory
TRS2406240064,11880,49,Male,No,Smartwatch,SWT567,3,Cancelled,PayPal,3216.5,459.5,7,2024-06-24,Standard,164.29,Extended Warranty,Accessory,Impulse Item
TRS2406240065,2756,55,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2024-06-24,Standard,20.41,Extended Warranty,None,None
TRS2406240066,1464,45,Male,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-06-24,Express,34.37,Accessory,None,None
TRS2406240067,14975,53,Female,No,Headphones,HDP456,4,Completed,PayPal,1083.54,361.18,3,2024-06-24,Standard,168.42,Impulse Item,Impulse Item,Impulse Item
TRS2406240068,3236,45,Female,Yes,Laptop,SKU1005,3,Completed,PayPal,2783.76,463.96,6,2024-06-24,Express,0.0,None,None,None
TRS2406240069,7468,44,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,6758.64,844.83,8,2024-06-24,Overnight,106.24,Accessory,Accessory,Accessory
TRS2406240070,19016,25,Female,No,Headphones,HDP456,5,Cancelled,Credit Card,2167.08,361.18,6,2024-06-24,Same Day,130.98,Extended Warranty,Impulse Item,Impulse Item
TRS2406240071,11042,33,Male,No,Headphones,HDP456,4,Completed,Bank Transfer,2167.08,361.18,6,2024-06-24,Standard,0.0,None,None,None
TRS2406240072,5932,32,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,20.75,20.75,1,2024-06-24,Overnight,0.0,None,None,None
TRS2406240073,14971,34,Male,Yes,Tablet,TBL345,2,Cancelled,PayPal,1572.82,786.41,2,2024-06-24,Expedited,19.42,Impulse Item,None,None
TRS2406240074,14614,42,Male,Yes,Tablet,TBL345,1,Cancelled,Credit Card,3145.64,786.41,4,2024-06-24,Expedited,115.2,Impulse Item,Impulse Item,Accessory
TRS2406240075,2461,56,Female,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-06-24,Overnight,34.18,Accessory,Accessory,None
TRS2406240076,12460,43,Male,No,Laptop,LTP123,5,Cancelled,Credit Card,1348.64,674.32,2,2024-06-24,Expedited,162.7,Accessory,Impulse Item,None
TRS2406240077,7269,20,Female,No,Laptop,SKU1005,3,Cancelled,PayPal,1391.88,463.96,3,2024-06-24,Express,0.0,None,None,None
TRS2406240078,16699,73,Male,No,Smartwatch,SWT567,4,Completed,Credit Card,3216.5,459.5,7,2024-06-24,Same Day,35.45,Impulse Item,None,None
TRS2406240079,12009,70,Female,No,Laptop,LTP123,1,Cancelled,Bank Transfer,5394.56,674.32,8,2024-06-24,Standard,56.54,Extended Warranty,None,None
TRS2406240080,8315,73,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2470.3,247.03,10,2024-06-24,Standard,72.51,Impulse Item,Accessory,None
TRS2506240001,9791,62,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,124.5,20.75,6,2024-06-25,Standard,0.0,None,None,None
TRS2506240002,11155,29,Male,No,Smartphone,SMP234,2,Completed,Bank Transfer,6838.08,1139.68,6,2024-06-25,Expedited,191.01,Accessory,Extended Warranty,Accessory
TRS2506240003,15117,30,Female,No,Laptop,LTP123,3,Completed,PayPal,5394.56,674.32,8,2024-06-25,Standard,168.94,Accessory,Accessory,Accessory
TRS2506240004,7801,61,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,2024-06-25,Overnight,89.71,Extended Warranty,Impulse Item,Accessory
TRS2506240005,6322,56,Female,Yes,Smartphone,SKU1004,2,Cancelled,PayPal,1582.38,791.19,2,2024-06-25,Express,105.89,Extended Warranty,Accessory,Accessory
TRS2506240006,1315,48,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,124.5,20.75,6,2024-06-25,Overnight,0.0,None,None,None
TRS2506240007,13158,26,Male,No,Tablet,TBL345,5,Cancelled,Bank Transfer,3932.05,786.41,5,2024-06-25,Same Day,102.41,Impulse Item,Extended Warranty,None
TRS2506240008,1006,24,Male,Yes,Tablet,SKU1002,3,Completed,PayPal,2470.3,247.03,10,2024-06-25,Overnight,90.38,Impulse Item,Accessory,Impulse Item
TRS2506240009,13108,67,Male,No,Smartphone,SMP234,3,Completed,Credit Card,5698.4,1139.68,5,2024-06-25,Same Day,0.0,None,None,None
TRS2506240010,5768,50,Female,No,Smartphone,SKU1004,2,Cancelled,PayPal,7120.71,791.19,9,2024-06-25,Express,0.0,None,None,None
TRS2506240011,13978,26,Male,No,Tablet,TBL345,3,Cancelled,PayPal,3932.05,786.41,5,2024-06-25,Expedited,36.15,Impulse Item,None,None
TRS2506240012,4407,63,Female,Yes,Laptop,SKU1005,3,Cancelled,PayPal,4175.64,463.96,9,2024-06-25,Standard,0.0,None,None,None
TRS2506240013,7963,31,Male,No,Smartphone,SKU1001,5,Completed,PayPal,103.75,20.75,5,2024-06-25,Express,0.0,None,None,None
TRS2506240014,6422,79,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-06-25,Express,80.83,Accessory,Impulse Item,None
TRS2506240015,11943,49,Female,No,Smartwatch,SWT567,4,Completed,Bank Transfer,3216.5,459.5,7,2024-06-25,Same Day,70.96,Accessory,Extended Warranty,None
TRS2506240016,16065,50,Female,No,Headphones,HDP456,2,Cancelled,Credit Card,1444.72,361.18,4,2024-06-25,Same Day,0.0,None,None,None
TRS2506240017,13905,39,Male,No,Laptop,LTP123,4,Cancelled,PayPal,2697.28,674.32,4,2024-06-25,Expedited,147.06,Accessory,Accessory,Extended Warranty
TRS2506240018,3373,74,Female,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2024-06-25,Express,0.0,None,None,None
TRS2506240019,18807,51,Male,No,Tablet,TBL345,4,Cancelled,Credit Card,786.41,786.41,1,2024-06-25,Standard,0.0,None,None,None
TRS2506240020,13324,25,Male,Yes,Laptop,LTP123,1,Cancelled,PayPal,6743.2,674.32,10,2024-06-25,Standard,0.0,None,None,None
TRS2506240021,11808,61,Female,No,Laptop,LTP123,5,Completed,PayPal,2022.96,674.32,3,2024-06-25,Same Day,146.82,Accessory,Extended Warranty,None
TRS2506240022,15371,25,Male,No,Laptop,LTP123,4,Cancelled,PayPal,5394.56,674.32,8,2024-06-25,Same Day,33.23,Extended Warranty,None,None
TRS2506240023,1049,50,Female,No,Smartphone,SKU1001,5,Completed,PayPal,145.25,20.75,7,2024-06-25,Standard,86.36,Accessory,Impulse Item,Accessory
TRS2506240024,15166,38,Female,No,Tablet,TBL345,3,Completed,PayPal,2359.23,786.41,3,2024-06-25,Same Day,62.38,Impulse Item,None,None
TRS2506240025,7887,19,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,186.75,20.75,9,2024-06-25,Standard,79.33,Impulse Item,Extended Warranty,None
TRS2506240026,18924,79,Female,Yes,Tablet,TBL345,2,Completed,Credit Card,7077.69,786.41,9,2024-06-25,Expedited,0.0,None,None,None
TRS2506240027,16167,50,Female,Yes,Headphones,HDP456,1,Completed,Credit Card,3611.8,361.18,10,2024-06-25,Standard,85.25,Extended Warranty,Accessory,Impulse Item
TRS2506240028,18685,23,Male,No,Smartwatch,SWT567,1,Completed,Bank Transfer,2757.0,459.5,6,2024-06-25,Expedited,0.0,None,None,None
TRS2506240029,15262,40,Female,Yes,Smartwatch,SWT567,2,Cancelled,PayPal,4135.5,459.5,9,2024-06-25,Same Day,0.0,None,None,None
TRS2506240030,14000,76,Male,No,Laptop,LTP123,3,Completed,PayPal,674.32,674.32,1,2024-06-25,Standard,0.0,None,None,None
TRS2506240031,9708,26,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-06-25,Overnight,111.28,Impulse Item,Impulse Item,Extended Warranty
TRS2506240032,11423,56,Female,No,Smartphone,SMP234,3,Completed,Credit Card,6838.08,1139.68,6,2024-06-25,Standard,79.11,Extended Warranty,None,None
TRS2506240033,14376,18,Male,No,Headphones,HDP456,2,Cancelled,PayPal,1444.72,361.18,4,2024-06-25,Same Day,0.0,None,None,None
TRS2506240034,12203,78,Male,No,Laptop,LTP123,3,Completed,Credit Card,1348.64,674.32,2,2024-06-25,Same Day,168.51,Accessory,Impulse Item,Extended Warranty
TRS2506240035,8813,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,2024-06-25,Express,99.11,Impulse Item,Extended Warranty,Extended Warranty
TRS2506240036,6956,55,Male,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-06-25,Standard,69.42,Impulse Item,Accessory,None
TRS2506240037,1821,55,Male,No,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2024-06-25,Overnight,0.0,None,None,None
TRS2506240038,12267,77,Male,No,Tablet,TBL345,1,Completed,PayPal,3932.05,786.41,5,2024-06-25,Standard,196.26,Extended Warranty,Accessory,Extended Warranty
TRS2506240039,5163,20,Female,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-06-25,Standard,0.0,None,None,None
TRS2506240040,12825,29,Male,No,Tablet,TBL345,4,Completed,Bank Transfer,6291.28,786.41,8,2024-06-25,Same Day,0.0,None,None,None
TRS2506240041,6118,75,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-06-25,Overnight,42.5,Impulse Item,None,None
TRS2506240042,18318,33,Female,Yes,Laptop,LTP123,1,Completed,Credit Card,3371.6,674.32,5,2024-06-25,Expedited,132.54,Accessory,Accessory,Accessory
TRS2506240043,6938,79,Female,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-06-25,Overnight,0.0,None,None,None
TRS2506240044,18491,56,Female,No,Laptop,LTP123,4,Completed,Bank Transfer,2697.28,674.32,4,2024-06-25,Expedited,100.31,Extended Warranty,Extended Warranty,None
TRS2506240045,9040,24,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,2534.49,844.83,3,2024-06-25,Overnight,39.1,Impulse Item,None,None
TRS2506240046,16561,56,Female,No,Tablet,TBL345,2,Cancelled,PayPal,4718.46,786.41,6,2024-06-25,Same Day,0.0,None,None,None
TRS2506240047,11394,19,Female,No,Smartwatch,SWT567,3,Cancelled,Credit Card,1838.0,459.5,4,2024-06-25,Expedited,0.0,None,None,None
TRS2506240048,13413,24,Female,Yes,Tablet,TBL345,2,Completed,PayPal,7077.69,786.41,9,2024-06-25,Standard,78.53,Impulse Item,None,None
TRS2506240049,17188,44,Male,Yes,Laptop,LTP123,2,Completed,Credit Card,5394.56,674.32,8,2024-06-25,Expedited,24.16,Impulse Item,None,None
TRS2506240050,11447,65,Female,No,Laptop,LTP123,1,Cancelled,Credit Card,4045.92,674.32,6,2024-06-25,Same Day,46.56,Extended Warranty,Impulse Item,None
TRS2506240051,9127,58,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,2024-06-25,Overnight,28.19,Extended Warranty,None,None
TRS2506240052,17797,75,Male,No,Smartphone,SMP234,3,Completed,Bank Transfer,1139.68,1139.68,1,2024-06-25,Same Day,50.67,Accessory,None,None
TRS2506240053,17666,37,Male,No,Laptop,LTP123,5,Cancelled,PayPal,4720.24,674.32,7,2024-06-25,Expedited,31.82,Extended Warranty,None,None
TRS2506240054,18077,31,Male,No,Tablet,TBL345,4,Completed,PayPal,3932.05,786.41,5,2024-06-25,Same Day,203.28,Extended Warranty,Accessory,Accessory
TRS2506240055,7267,21,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-06-25,Standard,0.0,None,None,None
TRS2506240056,2402,71,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-06-25,Standard,0.0,None,None,None
TRS2506240057,18288,34,Male,No,Tablet,TBL345,1,Cancelled,Bank Transfer,6291.28,786.41,8,2024-06-25,Standard,45.69,Impulse Item,Impulse Item,None
TRS2506240058,17239,44,Female,No,Smartphone,SMP234,4,Cancelled,Bank Transfer,9117.44,1139.68,8,2024-06-25,Standard,164.36,Accessory,Accessory,Accessory
TRS2606240001,7353,49,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,186.75,20.75,9,2024-06-26,Express,0.0,None,None,None
TRS2606240002,4911,53,Female,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-06-26,Express,0.0,None,None,None
TRS2606240003,17859,49,Female,No,Smartphone,SMP234,2,Completed,Credit Card,6838.08,1139.68,6,2024-06-26,Expedited,99.04,Accessory,None,None
TRS2606240004,2569,26,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,62.25,20.75,3,2024-06-26,Overnight,0.0,None,None,None
TRS2606240005,17900,79,Female,No,Smartphone,SMP234,3,Completed,PayPal,2279.36,1139.68,2,2024-06-26,Expedited,172.99,Extended Warranty,Extended Warranty,None
TRS2606240006,11891,74,Male,No,Headphones,HDP456,1,Cancelled,Bank Transfer,1083.54,361.18,3,2024-06-26,Standard,90.27,Accessory,Impulse Item,None
TRS2606240007,17889,55,Female,No,Smartwatch,SWT567,3,Completed,PayPal,2297.5,459.5,5,2024-06-26,Expedited,0.0,None,None,None
TRS2606240008,4265,33,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-06-26,Standard,40.07,Impulse Item,None,None
TRS2606240009,3796,67,Female,Yes,Laptop,SKU1005,3,Completed,PayPal,4175.64,463.96,9,2024-06-26,Overnight,0.0,None,None,None
TRS2606240010,18420,68,Female,Yes,Laptop,LTP123,1,Completed,Bank Transfer,4045.92,674.32,6,2024-06-26,Expedited,173.34,Impulse Item,Impulse Item,None
TRS2606240011,18395,36,Male,No,Smartphone,SMP234,1,Completed,PayPal,11396.8,1139.68,10,2024-06-26,Expedited,66.45,Accessory,Extended Warranty,None
TRS2606240012,12030,41,Male,No,Smartwatch,SWT567,4,Completed,PayPal,4135.5,459.5,9,2024-06-26,Expedited,0.0,None,None,None
TRS2606240013,6771,68,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-06-26,Overnight,68.12,Accessory,Impulse Item,Impulse Item
TRS2606240014,14247,49,Female,No,Tablet,TBL345,1,Cancelled,PayPal,6291.28,786.41,8,2024-06-26,Standard,71.52,Impulse Item,None,None
TRS2606240015,19159,25,Female,Yes,Smartphone,SMP234,4,Completed,PayPal,6838.08,1139.68,6,2024-06-26,Standard,216.95,Extended Warranty,Impulse Item,Accessory
TRS2606240016,14835,39,Male,No,Laptop,LTP123,1,Completed,Credit Card,674.32,674.32,1,2024-06-26,Same Day,0.0,None,None,None
TRS2606240017,16710,64,Male,No,Headphones,HDP456,1,Completed,PayPal,361.18,361.18,1,2024-06-26,Standard,167.8,Accessory,Impulse Item,Extended Warranty
TRS2606240018,13939,79,Female,Yes,Smartwatch,SWT567,4,Completed,PayPal,3216.5,459.5,7,2024-06-26,Same Day,190.84,Extended Warranty,Extended Warranty,Extended Warranty
TRS2606240019,18152,58,Female,No,Smartphone,SMP234,4,Completed,Bank Transfer,3419.04,1139.68,3,2024-06-26,Standard,154.79,Extended Warranty,Extended Warranty,None
TRS2606240020,7761,48,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-06-26,Standard,68.91,Extended Warranty,Accessory,None
TRS2606240021,16648,62,Male,No,Smartphone,SMP234,2,Cancelled,Bank Transfer,5698.4,1139.68,5,2024-06-26,Same Day,150.35,Impulse Item,Extended Warranty,Impulse Item
TRS2606240022,19144,34,Male,No,Headphones,HDP456,2,Completed,PayPal,2528.26,361.18,7,2024-06-26,Expedited,161.21,Impulse Item,Accessory,None
TRS2606240023,16749,49,Female,Yes,Laptop,LTP123,1,Completed,Credit Card,1348.64,674.32,2,2024-06-26,Expedited,67.25,Accessory,Extended Warranty,None
TRS2606240024,12321,66,Male,No,Headphones,HDP456,4,Completed,Bank Transfer,722.36,361.18,2,2024-06-26,Same Day,0.0,None,None,None
TRS2606240025,15723,80,Female,No,Smartwatch,SWT567,1,Completed,Bank Transfer,3216.5,459.5,7,2024-06-26,Standard,142.75,Impulse Item,Extended Warranty,None
TRS2606240026,13907,70,Male,No,Smartwatch,SWT567,4,Completed,PayPal,4595.0,459.5,10,2024-06-26,Standard,98.47,Impulse Item,None,None
TRS2606240027,18102,40,Female,No,Laptop,LTP123,3,Cancelled,PayPal,6068.88,674.32,9,2024-06-26,Standard,0.0,None,None,None
TRS2606240028,13904,78,Female,No,Smartwatch,SWT567,5,Cancelled,PayPal,3216.5,459.5,7,2024-06-26,Expedited,149.81,Accessory,Impulse Item,None
TRS2606240029,15911,55,Female,No,Smartphone,SMP234,5,Completed,PayPal,2279.36,1139.68,2,2024-06-26,Expedited,148.93,Accessory,Impulse Item,Accessory
TRS2606240030,18568,62,Male,No,Smartwatch,SWT567,4,Completed,Credit Card,3676.0,459.5,8,2024-06-26,Standard,240.71,Impulse Item,Extended Warranty,Accessory
TRS2606240031,16768,45,Female,No,Smartphone,SMP234,1,Completed,PayPal,9117.44,1139.68,8,2024-06-26,Expedited,54.47,Impulse Item,Extended Warranty,None
TRS2606240032,1490,23,Male,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2024-06-26,Overnight,26.58,Extended Warranty,None,None
TRS2606240033,17020,70,Female,No,Smartphone,SMP234,2,Completed,Credit Card,5698.4,1139.68,5,2024-06-26,Same Day,96.41,Extended Warranty,None,None
TRS2606240034,12353,39,Female,No,Tablet,TBL345,5,Cancelled,Bank Transfer,5504.87,786.41,7,2024-06-26,Standard,27.81,Extended Warranty,None,None
TRS2606240035,1265,29,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2024-06-26,Express,0.0,None,None,None
TRS2606240036,5241,22,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,2024-06-26,Express,22.35,Extended Warranty,None,None
TRS2606240037,15230,60,Male,No,Headphones,HDP456,3,Completed,PayPal,1444.72,361.18,4,2024-06-26,Standard,71.02,Impulse Item,Extended Warranty,Impulse Item
